episode,method,label,task_completion_rate,task_completion_time_ratio,energy_consumption_index
14200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.479709,0.823271,0.797318
14300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.483192,0.820331,0.795611
14400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.480015,0.821165,0.796878
14500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.489895,0.814746,0.792092
14600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.488631,0.814532,0.792253
14700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.496614,0.809404,0.788259
14800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.497566,0.808055,0.787215
14900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.493095,0.809932,0.788668
15000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.500163,0.805512,0.784822
15100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.505175,0.802320,0.781834
15200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.506112,0.801517,0.780654
15300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.503859,0.802642,0.780909
15400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.512502,0.797871,0.776200
15500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.519793,0.793952,0.772056
15600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.522262,0.792936,0.770161
15700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.522369,0.793294,0.769273
15800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.527411,0.791115,0.766203
15900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.530350,0.790175,0.764053
16000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.531000,0.790637,0.762969
16100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.530562,0.791829,0.762415
16200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.533881,0.791131,0.760262
16300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.531555,0.793615,0.760676
16400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.534944,0.793129,0.758641
16500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539373,0.791974,0.756057
16600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538106,0.794127,0.756195
16700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.543715,0.792518,0.753288
16800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539695,0.796381,0.754908
16900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.543575,0.795753,0.752921
17000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.543980,0.797177,0.752698
17100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.549343,0.795726,0.750222
17200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.550401,0.796737,0.749877
17300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.550396,0.798212,0.750042
17400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.558463,0.795249,0.746718
17500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.552331,0.800013,0.749871
17600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.558940,0.797662,0.747368
17700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.554637,0.801218,0.749871
17800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556594,0.801247,0.749668
17900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556261,0.802404,0.750573
18000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.559888,0.801237,0.749765
18100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.561537,0.801046,0.749943
18200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556628,0.804282,0.753114
18300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.563772,0.800815,0.750986
18400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.563870,0.800996,0.752021
18500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.552879,0.807135,0.758105
18600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.555032,0.805935,0.758347
18700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.555180,0.805694,0.759528
18800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.557322,0.804140,0.759774
18900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.553627,0.805745,0.762731
19000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.557764,0.802890,0.762151
19100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.559210,0.801410,0.762789
19200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.554807,0.803014,0.766026
19300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556893,0.800986,0.766348
19400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.558293,0.799222,0.766922
19500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.553136,0.801026,0.770432
19600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.547798,0.802916,0.774009
19700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.548508,0.801378,0.774754
19800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.547754,0.800620,0.776092
19900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.548485,0.799080,0.776723
20000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.553203,0.795374,0.775495
20100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.541791,0.800759,0.781600
20200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.545015,0.797755,0.780717
20300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.547261,0.795542,0.780341
20400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.544509,0.796167,0.782131
20500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538817,0.798503,0.785149
20600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539128,0.797623,0.785354
20700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.544160,0.794280,0.783350
20800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539832,0.796191,0.785443
20900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539474,0.796028,0.785632
21000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539064,0.796041,0.785752
21100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.534358,0.798590,0.787733
21200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.532656,0.799749,0.788362
21300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.536663,0.797655,0.786118
21400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539301,0.796597,0.784516
21500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.542446,0.795367,0.782572
21600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.539959,0.797458,0.783154
21700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.536768,0.799982,0.783912
21800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.534840,0.801952,0.784049
21900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538875,0.800782,0.781465
22000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538641,0.802047,0.780738
22100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.536033,0.804730,0.781054
22200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538427,0.804709,0.779059
22300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.543355,0.803396,0.775929
22400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.541649,0.805736,0.775731
22500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.535926,0.810485,0.777469
22600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.538404,0.810436,0.775269
22700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.546071,0.807708,0.770886
22800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.544162,0.810240,0.770840
22900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.545632,0.811029,0.769421
23000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.544715,0.812747,0.768837
23100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.543695,0.814743,0.768576
23200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.549336,0.812853,0.765253
23300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556329,0.810151,0.761399
23400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.556694,0.810990,0.760594
23500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.553516,0.813735,0.761515
23600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.557145,0.812535,0.759389
23700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.562031,0.810543,0.756807
23800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.560334,0.812016,0.757262
23900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.568740,0.807824,0.753293
24000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.568749,0.808115,0.753206
24100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.566037,0.809635,0.754344
24200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.568808,0.808060,0.753168
24300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.575214,0.804396,0.750502
24400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.572402,0.805725,0.752136
24500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.576492,0.802875,0.750557
24600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.578823,0.800987,0.749967
24700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.580296,0.799460,0.749862
24800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.581090,0.798222,0.750172
24900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.585626,0.794759,0.748825
25000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.591200,0.790905,0.747306
25100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.580897,0.795335,0.752696
25200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.597144,0.785242,0.746316
25300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.597767,0.783689,0.747016
25400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.597364,0.782708,0.748257
25500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.596213,0.782121,0.749871
25600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.598352,0.779897,0.750175
25700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.600134,0.777624,0.750447
25800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.604506,0.774062,0.749650
25900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.603427,0.773558,0.751320
26000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.608951,0.769551,0.750066
26100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.606709,0.769825,0.752238
26200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607007,0.768814,0.753262
26300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.610022,0.766451,0.753064
26400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.608875,0.766464,0.754678
26500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.612184,0.764216,0.754295
26600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.611730,0.764071,0.755470
26700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.604735,0.767739,0.759592
26800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607728,0.765993,0.759100
26900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.615692,0.761760,0.756381
27000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.611949,0.764050,0.758801
27100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.614301,0.763125,0.758388
27200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607763,0.767229,0.761887
27300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.604186,0.769864,0.763979
27400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607250,0.768984,0.762994
27500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.611616,0.767474,0.761297
27600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.609025,0.769947,0.762668
27700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.610533,0.770230,0.762066
27800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.611780,0.770761,0.761497
27900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.603821,0.776420,0.764963
28000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.602871,0.778269,0.765167
28100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.601823,0.780226,0.765328
28200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.597169,0.784232,0.767052
28300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.603462,0.782162,0.763708
28400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.606059,0.782188,0.762000
28500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.597307,0.788391,0.765286
28600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.599521,0.788522,0.763563
28700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.601003,0.789034,0.762131
28800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.594051,0.794067,0.764395
28900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.590116,0.797448,0.765325
29000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.595038,0.795758,0.762144
29100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.592403,0.798163,0.762366
29200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.587199,0.801865,0.763720
29300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.587752,0.802258,0.762456
29400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.582582,0.805710,0.763799
29500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.584547,0.805036,0.761882
29600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.587217,0.803893,0.759711
29700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.582895,0.806369,0.760641
29800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.581433,0.807155,0.760340
29900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.581420,0.807011,0.759434
30000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.582865,0.805927,0.757924
30100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.575404,0.809574,0.760451
30200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577432,0.807900,0.758793
30300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.579799,0.805915,0.757051
30400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.579643,0.805181,0.756501
30500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.579625,0.804235,0.755942
30600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.570498,0.808278,0.759624
30700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.576502,0.803868,0.756543
30800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.569107,0.806779,0.759597
30900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.576430,0.801537,0.756115
31000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.573901,0.801684,0.757167
31100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.571576,0.801704,0.758228
31200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.573368,0.799461,0.757536
31300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.574682,0.797511,0.757169
31400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.572181,0.797671,0.758600
31500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.578008,0.793308,0.756385
31600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577618,0.792412,0.757049
31700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.572188,0.794377,0.760079
31800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577587,0.790469,0.758313
31900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.580240,0.788229,0.757907
32000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577274,0.789089,0.760017
32100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577928,0.788134,0.760610
32200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.583035,0.784899,0.759289
32300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.577675,0.787500,0.762682
32400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.587698,0.781806,0.759217
32500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.585894,0.782790,0.761134
32600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.583787,0.784084,0.763212
32700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.588607,0.781656,0.762145
32800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.592655,0.779843,0.761474
32900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.592344,0.780541,0.762745
33000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.588307,0.783498,0.765748
33100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.595198,0.780479,0.763742
33200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.594617,0.781721,0.765102
33300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.600231,0.779653,0.763633
33400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.601134,0.780296,0.764263
33500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.608124,0.777664,0.762097
33600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607121,0.779502,0.763476
33700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.608193,0.780208,0.763822
33800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.603567,0.784129,0.766698
33900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.610907,0.781516,0.764133
34000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.616773,0.779657,0.762099
34100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.619232,0.779655,0.761507
34200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.616265,0.782617,0.763273
34300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.622583,0.780495,0.760821
34400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.616982,0.784859,0.763627
34500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.621463,0.783522,0.761732
34600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.620898,0.784879,0.762014
34700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.626013,0.783052,0.759673
34800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.625400,0.784274,0.759821
34900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.631672,0.781540,0.756734
35000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.626693,0.784957,0.758693
35100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.630203,0.783441,0.756637
35200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.627081,0.785659,0.757665
35300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.634119,0.781808,0.753764
35400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.636446,0.780598,0.752068
35500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632335,0.782746,0.753168
35600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.636832,0.780018,0.750334
35700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.627798,0.784622,0.753557
35800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.634501,0.780364,0.749590
35900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632808,0.780646,0.749401
36000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.638252,0.776890,0.745973
36100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.628795,0.781184,0.749196
36200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.627777,0.780748,0.748613
36300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632985,0.776801,0.745220
36400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.634134,0.774987,0.743633
36500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.635144,0.773264,0.742177
36600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632276,0.773554,0.742420
36700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632429,0.772262,0.741419
36800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.629672,0.772416,0.741644
36900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.632712,0.769490,0.739389
37000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.628302,0.770633,0.740496
37100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.621271,0.773348,0.742917
37200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.626058,0.769499,0.739989
37300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.624115,0.769468,0.740200
37400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.626702,0.767028,0.738452
37500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.626350,0.766343,0.738143
37600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.625126,0.766201,0.738278
37700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.613553,0.771877,0.743168
37800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.618463,0.768604,0.740726
37900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.609815,0.772936,0.744493
38000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.619301,0.767454,0.740213
38100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.613250,0.770618,0.742987
38200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.613248,0.770662,0.743187
38300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.607037,0.774215,0.746234
38400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.603520,0.776446,0.748175
38500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.610199,0.773227,0.745633
38600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.604601,0.776875,0.748686
38700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.608562,0.775474,0.747586
38800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.600116,0.780891,0.752044
38900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.598274,0.782854,0.753658
39000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.599250,0.783364,0.754068
39100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.591925,0.788592,0.758327
39200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.588391,0.791730,0.760869
39300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.591368,0.791333,0.760515
39400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.594226,0.791076,0.760276
39500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.596651,0.791225,0.760376
39600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.596754,0.792440,0.761358
39700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.595791,0.794352,0.762925
39800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.589210,0.799267,0.766968
39900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.590255,0.800016,0.767626
40000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.588355,0.802332,0.769593
1,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.192716,0.897163,0.849667
100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.182368,0.897170,0.848414
200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.184687,0.899453,0.848927
300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.190789,0.899738,0.847735
400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.194967,0.901113,0.847381
500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.199667,0.900876,0.845669
600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.196043,0.904906,0.847424
700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.205424,0.901907,0.843418
800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.197167,0.908203,0.847025
900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.207315,0.904403,0.842392
1000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.200078,0.910122,0.845582
1100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.205918,0.908486,0.842803
1200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.210041,0.907464,0.840589
1300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.212210,0.907511,0.839321
1400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.213402,0.908043,0.838534
1500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.212162,0.909503,0.838600
1600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.222318,0.904637,0.833590
1700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.217115,0.908126,0.835525
1800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.223245,0.905251,0.832366
1900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.219698,0.907455,0.833480
2000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.232746,0.900472,0.827198
2100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.227990,0.903156,0.828947
2200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.236591,0.898308,0.824654
2300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.238498,0.897040,0.823411
2400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.242649,0.894541,0.821278
2500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.243749,0.893578,0.820514
2600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.242940,0.893678,0.820729
